507-22-5331,121290833
680-93-7668,121292323
484-37-1068,121288548
447-68-8669,121290358
503-57-3996,121293983
801-08-0289,121299013
759-01-0406,121297048
490-89-5771,121293243
330-07-1068,121294228
576-99-9244,121294803
613-15-7837,121290328
680-93-7668,121291828
839-36-4360,121293138
838-11-7607,121296093
568-22-7686,121294613
598-89-4448,121289413
816-84-2237,121299093
531-09-1058,121290003
358-70-5810,121294688
306-99-5229,121288353
240-77-5251,121296813
383-09-0127,121297083
890-81-1579,121288288
577-47-4459,121299098
695-46-9632,121292713
358-19-2542,121288668
298-36-6290,121291113
615-88-9385,121291488
804-54-6976,121288138
260-71-8148,121292438
430-16-3985,121293393
335-36-7489,121293333
209-45-4933,121298723
222-79-5145,121290868
620-85-3606,121295138
861-16-2336,121293698
505-69-9935,121295963
367-54-3328,121298963
447-68-8669,121296708
272-24-9625,121297283
848-25-8473,121289808
329-25-8167,121291508
913-31-1925,121288888
893-63-6176,121296573
910-33-1979,121295653
838-45-9343,121296198
827-46-6267,121294483
569-73-6017,121299593
289-76-4820,121287993
699-06-8530,121287468
335-36-7489,121293698
780-64-7865,121288898
861-16-2336,121299033
219-06-7487,121292608
858-54-4075,250-75-5238
260-71-8148,121292588
819-35-6503,121294933
556-65-1110,121289228
817-89-6264,121287793
576-99-9244,121295383
383-26-3713,121288393
560-44-9582,121295628
770-22-6561,121287218
270-75-5897,121295723
585-92-9741,121297863
431-33-8884,121295778
556-15-9637,121298443
638-96-9343,121289083
436-38-3179,121288958
627-79-5997,121299108
630-78-2095,121296943
430-16-3985,121297333
679-66-9286,121292518
680-93-7668,121293558
765-24-1639,121298753
271-78-8919,121295718
756-76-4958,121289423
543-43-9738,121298523
910-33-1979,121295638
710-72-8214,121288773
791-62-3536,121298593
683-87-3766,121299193
662-28-8348,121292963
556-65-1110,121295303
627-15-0737,121297083
305-25-0352,121296738
760-58-1758,121288553
301-93-2650,121298598
245-63-7539,121291223
271-78-8919,121298203
885-46-4577,121297173
690-37-4924,121295218
431-33-8884,121299573
761-47-7037,121291338
213-32-1448,121287693
687-34-2480,121293408
450-68-4090,121287413
458-11-9205,121294513
777-00-7153,121294308
626-48-1142,121287403
