id1,id2
268486257,268497226
268506445,268490975
268486719,268487202
268484745,268484724
268495875,268506165
268499004,268484129
268496596,268483520
268506879,268491885
268503701,268498549
268499571,268506900
268497247,268481623
268498864,268491381
268503722,268503603
268507250,268508034
268500061,268494734
268503547,268488399
268510295,268499900
268491311,268503624
268490317,268483296
268500229,268501734
268497002,268491136
268480930,268507250
268493397,268482211
268485669,268510295
268509672,268508790
268483912,268506746
268480832,268499361
268505451,268484528
268505486,268490814
268498325,268506571
268487881,268501804
268500775,268495805
268488448,268502385
268505017,268488140
268502112,268489232
268488056,268491794
268497807,268508867
268487958,268495742
268486761,268509371
268489631,268489176
268506858,268483583
268498878,268485858
268492018,268484731
268496071,268484948
268497849,268502182
268484843,268491766
268506795,268505626
268509574,268494314
268487888,268505794
268507803,268485536
268503960,268486964
268508888,268496323
268489855,268483324
268503274,268484304
268493894,268496883
268496925,268494622
268486635,268504660
268491444,268490730
268498374,268498038
268507292,268493495
268482428,268492361
268507215,268508118
268483303,268494839
268499424,268505108
268505521,268483513
268494356,268501734
268497996,268498500
268495889,268481413
268508300,268504471
268501531,268494601
268481973,268501727
268500964,268487923
268501006,268508041
268499739,268481021
268496505,268499130
268501965,268493985
268490912,268496316
268485760,268502497
268485641,268482071
268500642,268487384
268481077,268507691
268504058,268489890
268487622,268484801
268486845,268482393
268497289,268483219
268489134,268504583
268504401,268493194
268489463,268502308
268486873,268496379
268490058,268503533
268489022,268496659
268491738,268489743
268488322,268510204
268500852,268495231
268504114,268494776
268510085,268484213
268485340,268496435
268496309,268501475
268481777,268494699
268509028,268504513
268507026,268482904
268493012,268483261
268496743,268493894
268495182,268503722
268492872,268508237
268503169,268482309
268490317,268491640
268495042,268492550
268492354,268493943
268500768,268483625
268505290,268484486
268482491,268502966
268504464,268501097
268491136,268492711
268502637,268507404
268508265,268507747
268482988,268496064
268500824,268497877
268508811,268498836
268507453,268508965
268491591,268496673
268505773,268501608
268501202,268489575
268489134,268487230
268488854,268485669
268492466,268495196
268503365,268493383
268509679,268487972
268499242,268492550
268495476,268482736
268509651,268486257
268489239,268509007
268495630,268505759
268499753,268486978
268501713,268507495
268497429,268507859
268488252,268488224
268508069,268486390
268494874,268502658
268507509,268488791
268495959,268488679
268499928,268486061
268484332,268506074
268504387,268494874
268494797,268490625
268508363,268481833
268502553,268501741
268500040,268483723
268484115,268504877
268491143,268486537
268491871,268487993
268481644,268507684
268502602,268499221
268500117,268499676
268489988,268505570
268507145,268509378
268503155,268494650
268503974,268501223
268501034,268485277
268504863,268487146
268492844,268509406
268501979,268489624
268483884,268497121
268492277,268499585
268491696,268493761
268484941,268485438
268505178,268486033
268484766,268503512
268486999,268494272
268492739,268485613
268501664,268508972
268499669,268487097
268487790,268502245
268484024,268498808
268504464,268495539
268491031,268490107
268488707,268497877
268504856,268506102
268508034,268499837
268509028,268500838
268502063,268506074
268490604,268492025
268490695,268498059
268486383,268490058
268491059,268483723
268506102,268487566
268508447,268503162
268509931,268483457
268497296,268497051
268501713,268506452
268490331,268503729
268508916,268505913
268493957,268495196
268506165,268502154
268507187,268486866
268497457,268507873
268494139,268486446
268509357,268484311
268508566,268500467
268510204,268506935
268503372,268483695
268507635,268492760
268493551,268486642
268501069,268506669
268502133,268483149
268493334,268494153
268482491,268497499
268499515,268506760
268483681,268496680
268485312,268485606
268501776,268481133
268492543,268485795
268495833,268491017
268501384,268501594
268500964,268482834
268504723,268500971
268490317,268493292
268488735,268501937
268481798,268502980
268506256,268505878
268503631,268504807
268482806,268498927
268490310,268500495
268502609,268500509
268488693,268496218
268509392,268501475
268482547,268490205
268502749,268490632
268491003,268493089
268492676,268506067
268490660,268490863
268491402,268507502
268509462,268509161
268499837,268501608
268496722,268494790
268497926,268503169
268484556,268507390
268504366,268502259
268487524,268497184
268492200,268482155
268485522,268492837
268486761,268504583
268498472,268489484
268493964,268508888
268502182,268490975
268487160,268507579
268492781,268498164
268503589,268493138
268507985,268497184
268481203,268483163
268487181,268501307
268483639,268488833
268496960,268498577
268509616,268488105
268497065,268507971
268501643,268492424
268508342,268506858
268482113,268504506
268493579,268505493
268489295,268502770
268480937,268501013
268497933,268499886
268491549,268490982
268492802,268501741
268486243,268506515
268508349,268488224
268502056,268501545
268483065,268499830
268505136,268490429
268486369,268485641
268507152,268493054
268489785,268488532
268501881,268489099
268495259,268503008
268493719,268501482
268496981,268488686
268504828,268505836
268495854,268508909
268500026,268489071
268483821,268496589
268491150,268506417
268482932,268493082
268498241,268491346
268506578,268502245
268498549,268502021
268492774,268488315
268508503,268491752
268483695,268481686
268493432,268504331
268488777,268506872
268497562,268492144
268484640,268502952
268504709,268485543
268484626,268498192
268504072,268498563
268506739,268483387
268500229,268508972
268481049,268488210
268509966,268497947
268499501,268483562
