id1,id2
268486257,3
268506445,3
268486719,3
268484745,3
268495875,3
268499004,3
268496596,3
268506879,3
268503701,3
268499571,3
268497247,3
268498864,3
268503722,3
268507250,3
268500061,3
268503547,3
268510295,3
268491311,3
268490317,3
268500229,3
268497002,3
268480930,3
268493397,3
268485669,3
268509672,3
268483912,3
268480832,3
268505451,3
268505486,3
268498325,3
268487881,3
268500775,3
268488448,3
268505017,3
268502112,3
268488056,3
268497807,3
268487958,3
268486761,3
268489631,3
268506858,3
268498878,3
268492018,3
268496071,3
268497849,3
268484843,3
268506795,3
268509574,3
268487888,3
268507803,3
268503960,3
268508888,3
268489855,3
268503274,3
268493894,3
268496925,3
268486635,3
268491444,3
268498374,3
268507292,3
268482428,3
268507215,3
268483303,3
268499424,3
268505521,3
268494356,3
268497996,3
268495889,3
268508300,3
268501531,3
268481973,3
268500964,3
268501006,3
268499739,3
268496505,3
268501965,3
268490912,3
268485760,3
268485641,3
268500642,3
268481077,3
268504058,3
268487622,3
268486845,3
268497289,3
268489134,3
268504401,3
268489463,3
268486873,3
268490058,3
268489022,3
268491738,3
268488322,3
268500852,3
268504114,3
268510085,3
268485340,3
268496309,3
268481777,3
268509028,3
268507026,3
268493012,3
268496743,3
268495182,3
268492872,3
268503169,3
268490317,3
268495042,3
268492354,3
268500768,3
268505290,3
268482491,3
268504464,3
268491136,3
268502637,3
268508265,3
268482988,3
268500824,3
268508811,3
268507453,3
268491591,3
268505773,3
268501202,3
268489134,3
268488854,3
268492466,3
268503365,3
268509679,3
268499242,3
268495476,3
268509651,3
268489239,3
268495630,3
268499753,3
268501713,3
268497429,3
268488252,3
268508069,3
268494874,3
268507509,3
268495959,3
268499928,3
268484332,3
268504387,3
268494797,3
268508363,3
268502553,3
268500040,3
268484115,3
268491143,3
268491871,3
268481644,3
268502602,3
268500117,3
268489988,3
268507145,3
268503155,3
268503974,3
268501034,3
268504863,3
268492844,3
268501979,3
268483884,3
268492277,3
268491696,3
268484941,3
268505178,3
268484766,3
268486999,3
268492739,3
268501664,3
268499669,3
268487790,3
268484024,3
268504464,3
268491031,3
268488707,3
268504856,3
268508034,3
268509028,3
268502063,3
268490604,3
268490695,3
268486383,3
268491059,3
268506102,3
268508447,3
268509931,3
268497296,3
268501713,3
268490331,3
268508916,3
268493957,3
268506165,3
268507187,3
268497457,3
268494139,3
268509357,3
268508566,3
268510204,3
268503372,3
268507635,3
268493551,3
268501069,3
268502133,3
268493334,3
268482491,3
268499515,3
268483681,3
268485312,3
268501776,3
268492543,3
268495833,3
268501384,3
268500964,3
268504723,3
268490317,3
268488735,3
268481798,3
268506256,3
268503631,3
268482806,3
268490310,3
268502609,3
268488693,3
268509392,3
268482547,3
268502749,3
268491003,3
268492676,3
268490660,3
268491402,3
268509462,3
268499837,3
268496722,3
268497926,3
268484556,3
268504366,3
268487524,3
268492200,3
268485522,3
268486761,3
268498472,3
268493964,3
268502182,3
268487160,3
268492781,3
268503589,3
268507985,3
268481203,3
268487181,3
268483639,3
268496960,3
268509616,3
268497065,3
268501643,3
268508342,3
268482113,3
268493579,3
268489295,3
268480937,3
268497933,3
268491549,3
268492802,3
268486243,3
268508349,3
268502056,3
268483065,3
268505136,3
268486369,3
268507152,3
268489785,3
268501881,3
268495259,3
268493719,3
268496981,3
268504828,3
268495854,3
268500026,3
268483821,3
268491150,3
268482932,3
268498241,3
268506578,3
268498549,3
268492774,3
268508503,3
268483695,3
268493432,3
268488777,3
268497562,3
268484640,3
268504709,3
268484626,3
268504072,3
268506739,3
268500229,3
268481049,3
268509966,3
268499501,3
