611-48-1839,185831645
392-52-7176,185831552
212-34-2732,185833133
399-27-1032,185829698
859-40-9947,185829143
383-09-0127,185833127
596-61-3861,185830907
885-46-4577,185830649
258-98-0727,185829680
611-48-1839,185829494
765-24-1639,185831264
431-33-8884,185832710
625-92-4356,185831594
438-49-1893,185830067
804-54-6976,185828594
662-28-8348,185829629
586-76-9388,185829860
627-79-5997,185832374
689-65-9692,185831288
797-43-7696,185830712
434-76-7869,185828831
651-47-1970,185832770
709-43-8302,185829185
298-36-6290,185829890
218-31-0921,185831651
695-46-9632,185832224
900-49-2935,185828390
895-45-1258,185833031
878-32-2595,185832569
504-30-7137,185831135
765-24-1639,185830337
780-64-7865,185830589
673-48-8212,185828324
222-79-5145,185830406
438-07-5350,185832371
627-15-0737,185832611
298-33-3046,185829734
595-90-8809,185831036
563-60-8705,185830790
430-16-3985,185830157
673-28-6979,185828684
328-87-5383,185828795
256-31-7892,185828966
814-78-4935,185828081
362-49-5861,185831531
307-09-8719,185829497
538-52-3401,185828141
673-48-8212,185831396
838-11-7607,185832422
687-34-2480,185829146
801-38-9691,185831402
690-09-2036,185830154
680-41-2384,185828945
560-44-9582,185833253
622-53-3302,185832863
305-25-0352,185832254
662-28-8348,185829101
560-44-9582,185828648
274-72-8781,185831762
513-35-3310,185832197
367-66-5520,185828312
555-44-2746,185830433
531-09-1058,185829572
302-08-4754,185828234
534-57-0755,185828933
915-75-5600,185832179
330-07-1068,185828915
915-75-5600,185833268
400-52-2389,185829233
438-49-1893,185829974
253-58-9660,185832578
508-10-3584,185828099
520-24-8922,185832533
795-37-7998,185829836
843-95-9006,185831273
305-25-0352,185831477
349-36-6161,185829182
821-24-9412,185828546
620-85-3606,185831210
206-59-6235,185828618
863-96-9468,185831825
666-57-8563,185829920
609-34-3409,185831864
346-96-9018,185831756
632-68-0917,185828237
490-89-5771,185830070
256-31-7892,185829185
820-74-9970,185828309
641-55-5639,185829626
600-92-0796,185831318
600-92-0796,185829332
318-12-3766,185830166
508-75-5974,185831837
884-33-9676,185829353
298-33-3046,185832065
596-61-3861,185831447
786-70-5968,185829614
531-09-1058,185830352
204-79-2659,185830628
660-62-5107,185830229
903-87-6930,185830343
369-63-7305,185829032
214-77-6416,185830130
801-38-9691,185831726
289-76-4820,185830778
576-60-7800,185828342
611-48-1839,185828795
806-49-7942,185832725
660-53-6807,185831687
784-14-7719,185829911
369-63-7305,185832017
386-78-8432,185833019
874-32-9427,185831459
606-54-1149,185832755
641-52-2437,185833232
709-64-4352,185828732
513-35-3310,185832599
341-10-3619,185829326
272-55-4293,185831081
622-53-3302,185830859
450-68-4090,185828108
291-79-2723,185831723
287-46-9776,185832716
915-74-6216,185828945
271-78-8919,185829653
890-81-1579,185833058
638-96-9343,185830973
529-97-6193,185829356
358-70-5810,185832275
819-35-6503,185833007
534-57-0755,185832449
450-68-4090,185832314
237-02-1263,185830121
606-92-8035,185828720
861-75-4699,185830067
689-65-9692,185830022
821-24-9412,185830031
710-72-8214,185831600
556-15-9637,185828789
392-52-7176,185832833
658-56-4620,185831102
525-30-4448,185831717
803-26-5349,185831156
585-92-9741,185830727
502-01-4060,185828762
386-26-5935,185828357
272-24-9625,185828468
305-25-0352,185828198
804-54-6976,185830445
318-22-2828,185830949
874-32-9427,185831675
378-88-6858,185831963
863-96-9468,185831198
899-42-6637,185832158
848-25-8473,185832929
503-57-3996,185831348
699-67-1766,185831693
307-09-8719,185832167
858-54-4075,185829416
318-12-3766,185828399
430-16-3985,185831207
690-09-2036,185831003
520-24-8922,185829581
209-45-4933,185833136
